Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,SMA_7,SMA_25,Price_Change,Close_Raw
2015-01-25,-0.6929372725921124,-0.6927636867206596,-0.6937702729145173,-0.6931650840993511,-0.7476719827234954,-0.44048016509256976,-0.16182050927541727,-0.17902543728930914,-0.6938916657330633,-0.6908849554399861,0.5408054679142792,253.71800231933594
2015-01-26,-0.6925147103354024,-0.6894438106070779,-0.6931094273506253,-0.6919248643235583,-0.744065579315068,-0.20412864412915813,-0.15749705606158665,-0.17687090940952696,-0.6933638396932341,-0.6909891363447296,1.9446349183197384,273.4729919433594
2015-01-27,-0.691315679628163,-0.6915163029152551,-0.6933316331161086,-0.6925525386474968,-0.7471391696032998,0.2830525655665844,-0.15482700806190383,-0.1745847397918638,-0.6928941166262887,-0.6911208622494136,-1.0204046434079628,263.4750061035156
2015-01-28,-0.6919322796820156,-0.6920630957248008,-0.694862753420329,-0.6944083185373645,-0.7471414749807418,0.6453902140998393,-0.1551295787873056,-0.17281955214602338,-0.6928309166338061,-0.691241371897052,-2.9803229973700334,233.9149932861328
2015-01-29,-0.6938169470286493,-0.693764234921067,-0.6952735687569981,-0.6944335556762904,-0.7477394347177526,0.20692241946333764,-0.1553030699298732,-0.17144395454684794,-0.6928299531015648,-0.6913197630868442,-0.11756342700423404,233.51300048828125
2015-01-30,-0.6938531292693346,-0.6935108579869217,-0.6949410379863091,-0.6948785407033063,-0.7480156957812105,0.08352072936604424,-0.1559363004027347,-0.17047689058650115,-0.6928880740754073,-0.6914425261767122,-0.8595978502434333,226.4250030517578
2015-01-31,-0.6942508176134105,-0.694082223920154,-0.6955591418516911,-0.6954411128840903,-0.7481761362583125,0.08076907254154761,-0.1570801838434043,-0.16994424203576775,-0.693161685902033,-0.6916181155320491,-1.098577303522155,217.46400451660156
2015-02-01,-0.6948522168896258,-0.6942002010306629,-0.6958376457615999,-0.6948442001849454,-0.7478913975141331,0.053729019863579745,-0.15705634258572232,-0.1695131001261317,-0.6934025450526958,-0.6917902301841053,1.0599573768590806,226.9720001220703
2015-02-02,-0.694247676624173,-0.6935521803830332,-0.6951472893449739,-0.6941374846171308,-0.7478183150788159,0.16548040382545928,-0.15597065244467478,-0.16893944461603952,-0.6937199321882378,-0.6919055098044887,1.2121797695889438,238.22900390625
2015-02-03,-0.6935590255169265,-0.6933209934133024,-0.695028986641526,-0.6948256169525285,-0.747317260010689,0.010613006776260052,-0.15593577750586848,-0.1684731724737123,-0.6940459916635995,-0.6920668297111668,-1.2653124290311097,227.26800537109375
2015-02-04,-0.6941836040860105,-0.6942928718812085,-0.6952475603325087,-0.6948516712210617,-0.7480162327174097,-0.2768043119244816,-0.15583679639565456,-0.1680793006187721,-0.6941095879520011,-0.6921893219684828,-0.12034997488585054,226.85299682617188
2015-02-05,-0.6941739309510137,-0.6937215059479762,-0.6956618780974223,-0.6954632750100744,-0.7482171108941286,-0.5937333444293522,-0.1564738910684328,-0.16789843139471422,-0.6942572950261481,-0.6923133625755374,-1.1858565160863426,217.11099243164062
2015-02-06,-0.6948486992117188,-0.6942652421575477,-0.695564136696379,-0.6951396428302453,-0.7481225854929893,-0.47624570709899666,-0.15642634895310356,-0.16774371945798433,-0.6942947485632027,-0.6924296896984167,0.5422480792921184,222.26600646972656
2015-02-07,-0.6944900206695888,-0.6942781401326602,-0.6951506621269624,-0.6947951063100996,-0.7482620460501656,-0.681979542792536,-0.1558149212947277,-0.16749112938295221,-0.6942020827874003,-0.6924248531522247,0.5667987927261954,227.75399780273438
2015-02-08,-0.6941721721120601,-0.6943307711092073,-0.6952498959444492,-0.6950676971068863,-0.7484816972897718,-0.8954315796277488,-0.1555961874418257,-0.16724297270519303,-0.6942341420829167,-0.6923090906179474,-0.5670529400866474,223.41200256347656
2015-02-09,-0.6944425310593475,-0.6946645924940013,-0.6955130926891534,-0.6952749970447709,-0.7479572682559141,-1.5212362328574631,-0.1556000627333261,-0.16704526384075097,-0.6943973114310876,-0.6922828614189945,-0.4560263784339973,220.11000061035156
2015-02-10,-0.6946377008394898,-0.6947972407247405,-0.6956225091809007,-0.6952920102004865,-0.7482861392148418,-1.3872893968089965,-0.15552314391581162,-0.16687089087043352,-0.6944642127505032,-0.6922528611096942,-0.10493436341119093,219.83900451660156
2015-02-11,-0.6946722498041116,-0.6946994966830873,-0.6954446661869609,-0.6953330688078694,-0.7484789042363325,-0.7909269404170544,-0.15541604439798448,-0.16670882790130556,-0.6945332663525051,-0.6922019535955871,-0.1501207976438424,219.18499755859375
2015-02-12,-0.6947051654926695,-0.6947732785479515,-0.6954745016501679,-0.6951711583600811,-0.7485772128209662,-0.6754856478059306,-0.15501435484163267,-0.1664945463205158,-0.6944913639677828,-0.692172763210897,0.23187562317805946,221.76400756835938
2015-02-13,-0.6945317305529145,-0.6936693021678857,-0.6952378972329382,-0.694313394516362,-0.7472206755331164,0.006889951632447514,-0.15345335699250648,-0.16599423740022085,-0.6943728435933871,-0.6921202179532063,1.5235046008547402,235.427001953125
2015-02-14,-0.693680008716052,-0.6924743049602693,-0.6943126218004105,-0.6929388867221197,-0.7468764403172627,0.813060571015703,-0.15030894746619358,-0.16493150062602996,-0.6941065800055147,-0.6920026745984107,2.336834461814508,257.3210144042969
2015-02-15,-0.6922993776472345,-0.692119578931404,-0.6948213735023401,-0.6943511884371077,-0.7465404906673435,-0.08619648924055459,-0.14969668777846115,-0.16395231538235286,-0.6940038011261234,-0.6919824189199616,-2.338477504752701,234.8249969482422
2015-02-16,-0.6937241685134732,-0.6937144152329918,-0.6947345926530935,-0.6944128381358253,-0.7479394163587997,-0.3925722035387434,-0.14926417096207972,-0.1630778410453816,-0.6938801295918402,-0.6919813024130586,-0.18139507037107336,233.84300231933594
2015-02-17,-0.6938122992847333,-0.6933321191760404,-0.6945210781350936,-0.6937996652280592,-0.7479783614743037,0.1638437822251426,-0.1480725260563138,-0.16212719618639349,-0.6936660616392795,-0.6919538851687353,1.0093012779045132,243.61000061035156
2015-02-18,-0.6931616515593231,-0.6934252778513605,-0.6945193917440993,-0.6942569550965823,-0.7480848768085492,-0.0372742267778104,-0.14773510462821202,-0.1612955896229184,-0.6935116995694137,-0.6919833208114625,-0.8478455466682329,236.3260040283203
2015-02-19,-0.6936246048097674,-0.6935217999992187,-0.6943084711408859,-0.6940085342846973,-0.7484262647847417,0.34100453173257156,-0.14712449227433425,-0.16050165562143773,-0.6933449281057017,-0.692017646644486,0.3608583119319556,240.2830047607422
2015-02-20,-0.6933833285281632,-0.6932510628457509,-0.6940680396849385,-0.693789054996488,-0.7481501022416872,0.3063206759371572,-0.14634560817820508,-0.15970240681754033,-0.6932697147404677,-0.6920935134815255,0.30399655420382377,243.7790069580078
2015-02-21,-0.6931634103982766,-0.6927486490322908,-0.693816062784543,-0.6937416566895259,-0.7487211511304817,0.20074402725712576,-0.14567450976730778,-0.1589216153318837,-0.6933848672866115,-0.6921419069350628,0.007224049739780133,244.53399658203125
2015-02-22,-0.6931136596975224,-0.6932944027657392,-0.6944213900608779,-0.6942788652822537,-0.7483643693412421,0.06591203290266091,-0.1458794161253008,-0.15834015347259697,-0.693374492963001,-0.6921366385850211,-0.9798175419975692,235.9770050048828
2015-02-23,-0.6936506739660937,-0.6936784719678083,-0.6945141376068994,-0.6940958617784012,-0.7485184059921163,0.23704078268571538,-0.14580257109966285,-0.15785879365347336,-0.6933290246020675,-0.6921228954801485,0.24707401481742003,238.89199829101562
2015-02-24,-0.6934620372902061,-0.6936911861924798,-0.694255935706883,-0.6941057181049303,-0.748626758731887,0.24074759214588914,-0.14576446547936106,-0.15746567739780662,-0.6933729260551078,-0.6920914439730775,-0.09006026103976228,238.73500061035156
2015-02-25,-0.6934688215202406,-0.6937254794346683,-0.6943124921541545,-0.6941851348644056,-0.7487599681694611,0.22097933314650853,-0.14585042027836817,-0.15716929404572091,-0.6933626238727448,-0.6920403295237197,-0.21033885613722686,237.47000122070312
2015-02-26,-0.6935663743007178,-0.6938251178780754,-0.6943950570259154,-0.6942506776636203,-0.7486553789091042,0.12874815398579234,-0.14601399003771698,-0.15696664956426656,-0.6933973578908906,-0.6920161749793061,-0.1869549556779747,236.42599487304688
2015-02-27,-0.6936229715337038,-0.6926671645728014,-0.6942537297411986,-0.6931581782525295,-0.747158139706994,0.21332334410851103,-0.14468366647294165,-0.15652425064787165,-0.6933068623986335,-0.6919763202168863,1.834307982811855,253.8280029296875
2015-02-28,-0.6925498238537808,-0.692787037950551,-0.6934077770343654,-0.6931308690721726,-0.7486391279685466,-0.3789035066342365,-0.1436264059544051,-0.1559475793152448,-0.6932192485713268,-0.6919073491812893,-0.028621253048991296,254.26300048828125
2015-03-01,-0.6925018952526727,-0.6923610960337909,-0.69363776652354,-0.6927580184842632,-0.7480842413519466,0.7998733511666642,-0.1423317898546789,-0.1552134820555295,-0.6930010922025117,-0.6918221439427338,0.5322456718935539,260.2019958496094
2015-03-02,-0.6921203518041465,-0.6914661175917847,-0.6928348157973951,-0.6917869351449243,-0.7473329247548457,1.1697768145804583,-0.14006378427625485,-0.1541483624838406,-0.6926698904990362,-0.6916725281971442,1.467419756105331,275.6700134277344
